Year,Name,Rank,Country,Region,DOB,Gender,Self Made,Generation,Industry,Industry Aggregator,Company,Company Info,Company Acquired,Net Worth US Billion,Count
2012,Stanley Kroenke,358.0,United States,North America,1948,male,self-made,Unknown,Other,other,Kroenke Sports Enterprises,founder non-finance,new,3.2,1
2008,Min Kao,358.0,United States,North America,1958,male,self-made,Unknown,Technology-Computer,New Sectors,Garmin,founder non-finance,new,3.1,1
2012,Barbara Piasecka Johnson,358.0,United States,North America,1937,female,inherited,spouse or widow,Technology-Medical,New Sectors,Johnson & Johnson,inherited,new,3.2,1
2012,Heidi Horten,358.0,Austria,Europe,1941,female,inherited,spouse or widow,"Retail, Restaurant",Non-Traded Sectors,Horten AG,inherited,new,3.2,1
2008,Zhang Li,358.0,China,East Asia,1954,male,self-made,Unknown,Real Estate,Financial,Guangzho R&F,self-made finance,new,3.1,1
2008,Alexander Lebedev,358.0,Russia,Europe,1960,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,3.1,1
2011,Aloys Wobben,362.0,Germany,Europe,1952,male,self-made,Unknown,Technology-Computer,New Sectors,Enercon,privatized and resources,new,3.1,1
2011,Milane Frantz,362.0,United States,North America,1970,female,inherited,inherited from father,Non-consumer industrial,Traded Sectors,Enterprise Products,inherited,new,3.1,1
2011,William Cook,362.0,United States,North America,1932,male,self-made,Unknown,Technology-Medical,New Sectors,Cook Group,founder non-finance,new,3.1,1
2011,Peter Kellogg,362.0,United States,North America,1943,male,inherited,inherited from father,Money Management,Financial,"Spear, Leeds & Kellogg",inherited,new,3.1,1
2011,Robert Holding,362.0,United States,North America,1927,male,Unknown,Unknown,Energy,Resource Related,Unknown,Unknown,Unknown,3.1,1
2011,Dannine Avara,362.0,United States,North America,1964,female,inherited,inherited from father,Non-consumer industrial,Traded Sectors,Enterprise Products,inherited,new,3.1,1
2011,Anton Schlecker,362.0,Germany,Europe,1945,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,3.1,1
2011,David Azrieli,362.0,Canada,North America,1923,male,self-made,Unknown,Real Estate,Financial,Azrieli Group,self-made finance,new,3.1,1
2011,Stephen Ross,362.0,United States,North America,1941,male,self-made,Unknown,Real Estate,Financial,The Related Companies,self-made finance,new,3.1,1
2011,Ronald Lauder,362.0,United States,North America,1941,male,inherited,inherited from father,Consumer,Traded Sectors,Estée Lauder,inherited,new,3.1,1
2011,Randa Williams,362.0,United States,North America,1962,female,inherited,inherited from father,Non-consumer industrial,Traded Sectors,Enterprise Products,inherited,new,3.1,1
2011,Albert Frere,362.0,Belgium,Europe,1926,male,self-made,Unknown,Money Management,Financial,Groupe Bruxelles Lambert,self-made finance,aquired,3.1,1
2011,Scott Duncan,362.0,United States,North America,1983,male,inherited,inherited from father,Non-consumer industrial,Traded Sectors,Enterprise Products,inherited,new,3.1,1
2011,Lu Guanqiu,362.0,China,East Asia,1945,male,self-made,Unknown,Money Management,Financial,Wanxiang Group,self-made finance,new,3.1,1
2001,Robert McNair,363.0,United States,North America,1941,male,self-made,Unknown,Energy,Resource Related,Cogen Technologies,privatized and resources,new,1.4,1
2013,Albert Frere,363.0,Belgium,Europe,1926,male,self-made,Unknown,Money Management,Financial,Groupe Bruxelles Lambert,self-made finance,aquired,3.7,1
2001,Jay Van Andel,363.0,United States,North America,1925,male,self-made,Unknown,Consumer,Traded Sectors,Amway,founder non-finance,new,1.4,1
2001,Stephen Case,363.0,United States,North America,1952,male,self-made,Unknown,Technology-Computer,New Sectors,AOL,executive,new,1.4,1
2001,William Ford,363.0,United States,North America,1926,male,inherited,Third generation,Consumer,Traded Sectors,Ford Motor Company,inherited,new,1.4,1
2013,Bernard Sherman,363.0,Canada,North America,1942,male,inherited,inherited from father,Technology-Medical,New Sectors,Empire Laboratories,inherited,new,3.7,1
2001,William Kellogg,363.0,United States,North America,1944,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Khol's,executive,new,1.4,1
2001,Stanley Druckenmiller,363.0,United States,North America,1954,male,self-made,Unknown,Hedge funds,Financial,Duquesne Capital,self-made finance,new,1.4,1
2001,Koo Chen-fu,363.0,Taiwan,East Asia,1917,male,self-made,Unknown,Diversified financial,Financial,Koos group,self-made finance,new ,1.4,1
2001,Willi and Isolde Liebherr,363.0,Switzerland,Europe,Unknown,married couple,inherited,Unknown,Constrution,Non-Traded Sectors,Liebherr,inherited,new,1.4,1
2010,Joan Tisch,363.0,United States,North America,1926,female,inherited,spouse or widow,Real Estate,Financial,Loews Corporation,inherited,new,2.7,1
2013,Jeffrey Skoll,363.0,Canada,North America,1965,male,self-made,Unknown,Technology-Computer,New Sectors,Ebay,executive,new,3.7,1
2010,Steven Udvar-Hazy,363.0,United States,North America,1946,male,self-made,Unknown,Other,other,International Lease Finance Corporation,founder non-finance,new,2.7,1
2013,Lars Larsen,363.0,Denmark,Europe,1949,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,JYSK,founder non-finance,new,3.7,1
2001,Miuccia Prada,363.0,Italy,Europe,1950,female,inherited,inherited from father,Consumer,Traded Sectors,Prada,inherited,new,1.4,1
2001,Soichiro Fukutake,363.0,Japan,East Asia,1946,male,inherited,inherited from father,Other,other,Benesse Corporation,inherited,new,1.4,1
2001,Stein Erik Hagen,363.0,Norway,Europe,1957,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,RIMI,founder non-finance,new,1.4,1
2010,Nancy Walton Laurie,363.0,United States,North America,1952,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,2.7,1
2013,Edward Roski,363.0,United States,North America,1939,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,3.7,1
2001,Rafael del Pino,363.0,Spain,Europe,1921,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Ferrovial,inherited,new,1.4,1
2001,Emilio Botin,363.0,Spain,Europe,1935,male,inherited,inherited from father,Money Management,Financial,Grupo Santander,inherited,new,1.4,1
2010,Heinz Hermann Thiele,363.0,Germany,Europe,1942,male,self-made,Unknown,Consumer,Traded Sectors,Knorr-Bremse AG,executive,new,2.7,1
2013,Abilio dos Santos Diniz,363.0,Brazil,Latin America,1937,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Companhia Brasileira de Distribui?ao,inherited,new,3.7,1
2001,Marilyn Carlson Nelson,363.0,United States,North America,1939,female,inherited,inherited from father,Real Estate,Financial,Carlson Inc,inherited,new,1.4,1
2001,Franklin Booth,363.0,United States,North America,1923,male,self-made,Unknown,Money Management,Financial,Berkshire Hathaway,self-made finance,new,1.4,1
2013,Eliodoro Matte,363.0,Chile,Latin America,1946,male,inherited,inherited from father,Consumer,Traded Sectors,CMPC,inherited,new,3.7,1
2013,Bernardo Matte,363.0,Chile,Latin America,1956,male,inherited,inherited from father,Consumer,Traded Sectors,CMPC,inherited,new,3.7,1
2013,Barry Lam,363.0,Taiwan,East Asia,1950,male,self-made,Unknown,Technology-Computer,New Sectors,Quanta Computer,founder non-finance,new,3.7,1
2001,Pierre Bellon,363.0,France,Europe,1930,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Sodexo,founder non-finance,new,1.4,1
2013,Samuel Yin,363.0,Taiwan,East Asia,1951,male,Unknown,Unknown,Money Management,Financial,Ruentex Group,Unknown,Unknown,3.7,1
2001,Barbara Carlson Gage,363.0,United States,North America,1942,female,inherited,inherited from father,Real Estate,Financial,Carlson Inc,inherited,new,1.4,1
2001,Mark Cuban,363.0,United States,North America,1961,male,self-made,Unknown,Media,Non-Traded Sectors,Broadcast.com,founder non-finance,new,1.4,1
2013,Patricia Matte,363.0,Chile,Latin America,1944,female,inherited,inherited from father,Consumer,Traded Sectors,CMPC,inherited,new,3.7,1
2013,Sheldon Solow,363.0,United States,North America,1929,male,self-made,Unknown,Real Estate,Financial,Solow Building Company,self-made finance,aquired,3.7,1
2013,Maria Luisa Solari Falabella,363.0,Chile,Latin America,1941,female,inherited,Fourth generation,"Retail, Restaurant",Non-Traded Sectors,SACI Falabella,inherited,new,3.7,1
2001,Thomas Frist,363.0,United States,North America,1939,male,self-made,Unknown,Technology-Medical,New Sectors,Hostpital Corporation of America,founder non-finance,new,1.4,1
2001,George Lindemann,363.0,United States,North America,1937,male,self-made,Unknown,Money Management,Financial,"Vision Cable, Metro Mobile, Southern Union",self-made finance,new,1.4,1
2001,John van Vlissingen,363.0,Netherlands,Europe,1939,male,self-made,Unknown,Energy,Resource Related,BCD Holdings,privatized and resources,new,1.4,1
2001,Gloria von Thurn und Taxis,363.0,Germany,Europe,Unknown,female,inherited,Fifth generation or longer,Money Management,Financial,von Thurn and Taxis family,inherited,new,1.4,1
2001,Roman Abramovich,363.0,Russia,Europe,1967,male,self-made,Unknown,Energy,Resource Related,Millhouse LLC,privatized and resources,new,1.4,1
2001,Michael Hilti,363.0,Liechtenstein,Europe,1947,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Unknown,executive,Unknown,1.4,1
2006,Fredrik Lundberg,365.0,Sweden,Europe,1952,male,inherited,inherited from father,Real Estate,Financial,LE Lundbergforetagen AB,inherited,new,2.1,1
2006,Heinz-Horst Deichmann,365.0,Germany,Europe,1927,male,inherited,inherited from father,Consumer,Traded Sectors,Heinrich Deichmann-Schuhe,inherited,new,2.1,1
2006,Frederick Smith,365.0,United States,North America,1945,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,FedEx,founder non-finance,new,2.1,1
2006,Glen Taylor,365.0,United States,North America,1942,male,self-made,Unknown,Media,Non-Traded Sectors,Taylor Corporation,founder non-finance,aquired,2.1,1
2006,Cher Wang and Wenchi Chen,365.0,Taiwan,East Asia,1958,married couple,Unknown,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,2.1,1
2006,H Wayne Huizenga,365.0,United States,North America,1938,male,self-made,Unknown,Money Management,Financial,Waste Management,self-made finance,new,2.1,1
2006,Patrick Wang,365.0,Hong Kong,East Asia,1951,male,inherited,inherited from father,Consumer,Traded Sectors,Johnson Electric,inherited,new,2.1,1
2006,Herbert Kohler,365.0,United States,North America,1939,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,2.1,1
2006,Stephen Wynn,365.0,United States,North America,1942,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,2.1,1
2006,Steven Rales,365.0,United States,North America,1953,male,self-made,Unknown,Technology-Medical,New Sectors,Danaher,founder non-finance,new,2.1,1
2006,Michael Lee-Chin,365.0,Canada,North America,1951,male,inherited,inherited from father,Hedge funds,Financial,Otto Group,inherited,new,2.1,1
2006,Ernest Rady,365.0,United States,North America,1938,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,2.1,1
2006,Mohammed Al Rajhi,365.0,Saudi Arabia,Middle East/North Africa,Unknown,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,2.1,1
2006,Craig McCaw,365.0,United States,North America,1950,male,self-made,Unknown,Media,Non-Traded Sectors,McCaw Cellular,founder non-finance,new,2.1,1
2006,Evgeny Shvidler,365.0,Russia,Europe,1965,male,Unknown,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,2.1,1
2006,Teh Hong Piow,365.0,Malaysia,East Asia,1931,male,self-made,Unknown,Money Management,Financial,Public Bank,self-made finance,new,2.1,1
2006,Alfred Mann,365.0,United States,North America,1926,male,self-made,Unknown,Technology-Medical,New Sectors,Spectrolab,founder non-finance,new,2.1,1
2005,Austin Hearst,366.0,United States,North America,1953,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.8,1
2005,George Hearst Jr,366.0,United States,North America,1927,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.8,1
2005,Phoebe Hearst Cooke,366.0,United States,North America,1927,female,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.8,1
2005,Wilma Tisch,366.0,United States,North America,1926,female,inherited,spouse or widow,Real Estate,Financial,Loews Corporation,inherited,new,1.8,1
2005,Daniel Abraham,366.0,United States,North America,1925,male,self-made,Unknown,Consumer,Traded Sectors,Slim-Fast,founder non-finance,new,1.8,1
2005,Ming Hsieh,366.0,United States,North America,1956,male,Unknown,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,1.8,1
2005,Hiroshi Yamauchi,366.0,Japan,East Asia,1928,male,inherited,Third generation,Technology-Computer,New Sectors,Nintendo,inherited,new,1.8,1
2005,Maria Asuncion Aramburuzabala,366.0,Mexico,Latin America,1964,female,inherited,Third generation,Consumer,Traded Sectors,Grupo Modelo,inherited,new,1.8,1
2005,David Hearst Jr,366.0,United States,North America,1946,male,Unknown,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,1.8,1
2005,Carl Lindner Jr,366.0,United States,North America,1920,male,self-made,Unknown,banking,other,American Financial Group,founder non-finance,new,1.8,1
2005,Fayez Sarofim,366.0,United States,North America,1929,male,self-made,Unknown,Money Management,Financial,Fayez Sarofim & Co,self-made finance,new,1.8,1
2005,Clayton Mathile,366.0,United States,North America,1941,male,self-made,Unknown,Consumer,Traded Sectors,Iams,executive,new,1.8,1
2005,Franklin Booth,366.0,United States,North America,1923,male,self-made,Unknown,Money Management,Financial,Berkshire Hathaway,self-made finance,new,1.8,1
2005,Wallace McCain,366.0,Canada,North America,1930,male,self-made,Unknown,Consumer,Traded Sectors,McCain Foods Limited,founder non-finance,new,1.8,1
2005,Jean Coutu,366.0,Canada,North America,1928,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Jean Coutu Group,founder non-finance,new,1.8,1
2005,Patrick Soon-Shiong,366.0,United States,North America,1952,male,self-made,Unknown,Technology-Medical,New Sectors,American Pharmaceutical Partners ,founder non-finance,new,1.8,1
2005,Jess Jackson,366.0,United States,North America,1930,male,self-made,Unknown,Consumer,Traded Sectors,Kendall-Jackson,founder non-finance,new,1.8,1
2005,Sylvia Stroher,366.0,Germany,Europe,1955,female,inherited,Third generation,Consumer,Traded Sectors,Wella AG,inherited,new,1.8,1
2005,Dennis Washington,366.0,United States,North America,1935,male,self-made,Unknown,Constrution,Non-Traded Sectors,Washington Companies,founder non-finance,new,1.8,1
2005,Alisher Usmanov,366.0,Russia,Europe,1954,male,self-made,Unknown,Energy,Resource Related,Metalloinvest,privatized and resources,new,1.8,1
2005,Albert Frere,366.0,Belgium,Europe,1926,male,self-made,Unknown,Money Management,Financial,Groupe Bruxelles Lambert,self-made finance,aquired,1.8,1
2014,Nancy Walton Laurie,367.0,United States,North America,1952,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,4.1,1
2012,Naguib Sawiris,367.0,Egypt,Middle East/North Africa,1955,male,inherited,inherited from father,Media,Non-Traded Sectors,Orascom,inherited,new,3.1,1
2010,Mitchell Rales,367.0,United States,North America,1957,male,self-made,Unknown,Technology-Medical,New Sectors,Danaher,founder non-finance,new,2.6,1
2010,Ronald Lauder,367.0,United States,North America,1941,male,inherited,inherited from father,Consumer,Traded Sectors,Estée Lauder,inherited,new,2.6,1
2012,Karen Pritzker,367.0,United States,North America,1958,female,inherited,inherited from father,Real Estate,Financial,Hyatt,inherited,aquired,3.1,1
2014,Beny Steinmetz,367.0,Israel,Middle East/North Africa,1957,male,inherited,inherited from father,Mining and metals,Resource Related,Steinmetz Diamond Group and BSGR,inherited,new,4.1,1
2010,Steven Rales,367.0,United States,North America,1953,male,self-made,Unknown,Technology-Medical,New Sectors,Danaher,founder non-finance,new,2.6,1
2010,Albert Frere,367.0,Belgium,Europe,1926,male,self-made,Unknown,Money Management,Financial,Groupe Bruxelles Lambert,self-made finance,aquired,2.6,1
2014,Shahid Khan,367.0,United States,North America,1950,male,self-made,Unknown,Consumer,Traded Sectors,Flex-N-Gate,executive,aquired,4.1,1
2012,Edward Lampert,367.0,United States,North America,1963,male,self-made,Unknown,Hedge funds,Financial,ESL Investment,founder non-finance,new,3.1,1
2010,Saleh Kamel,367.0,Saudi Arabia,Middle East/North Africa,1942,male,self-made,Unknown,Money Management,Financial,Dallah al Baraka Group,self-made finance,new,2.6,1
2010,Charles Dolan,367.0,United States,North America,1927,male,self-made,Unknown,Media,Non-Traded Sectors,Cablevision and HBO,founder non-finance,new,2.6,1
2014,Ingvar Kamprad,367.0,Sweden,Europe,1927,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,IKEA,founder non-finance,new,4.1,1
